experiment,repetition,round,training_loss,test_mse,test_mae,baseline_ablation_mse,ablation_host,ablation_guest_1,ablation_guest_2,ablation_guest_3
"host+('guest_1', 'guest_2', 'guest_3')",1,25,107861.39,97033.49,238.86772,97033.49,10679.594,12373.5625,11399.296875,6846.4296875
"host+('guest_1', 'guest_2', 'guest_3')",1,26,106864.914,92866.16,233.62119,92866.16,11556.719,13380.8515625,12138.5625,7089.875
"host+('guest_1', 'guest_2', 'guest_3')",1,27,100775.125,88673.82,228.39719,88673.82,13038.25,13037.9375,12999.3828125,7183.78125
"host+('guest_1', 'guest_2', 'guest_3')",1,28,95614.2,84662.46,223.39304,84662.46,14112.492,14258.84375,13480.796875,7311.3828125
"host+('guest_1', 'guest_2', 'guest_3')",1,29,98491.016,80830.81,218.47418,80830.81,15451.375,13676.59375,13216.0234375,7149.21875
"host+('guest_1', 'guest_2', 'guest_3')",1,30,95670.766,77106.04,213.73659,77106.04,17210.172,14221.0625,13884.015625,7141.015625
"host+('guest_1', 'guest_2', 'guest_3')",1,31,84511.12,73683.12,209.11198,73683.12,18654.375,13893.1875,13467.96875,6162.3828125
"host+('guest_1', 'guest_2', 'guest_3')",1,32,80069.04,70514.21,204.79788,70514.21,20388.617,13515.6015625,12678.3046875,6391.375
"host+('guest_1', 'guest_2', 'guest_3')",1,33,84800.63,67637.49,200.72624,67637.49,21757.016,12388.8359375,12650.34375,5415.25
"host+('guest_1', 'guest_2', 'guest_3')",1,34,87915.336,64947.066,196.65494,64947.066,24133.043,11490.16015625,12629.85546875,4679.21484375
"host+('guest_1', 'guest_2', 'guest_3')",1,35,68505.35,62410.2,192.76997,62410.2,25621.293,11102.27734375,11989.80859375,4851.44140625
"host+('guest_1', 'guest_2', 'guest_3')",1,36,66666.62,60081.93,189.1287,60081.93,28420.953,10649.25,11567.5,3793.7265625
"host+('guest_1', 'guest_2', 'guest_3')",1,37,65149.188,57871.402,185.51735,57871.402,29553.754,9905.71484375,10725.60546875,3459.26171875
"host+('guest_1', 'guest_2', 'guest_3')",1,38,74250.0,55678.473,181.87282,55678.473,32398.488,8951.91796875,10961.44140625,3145.75390625
"host+('guest_1', 'guest_2', 'guest_3')",1,39,60019.3,53371.895,178.03615,53371.895,34231.824,8766.01953125,10998.41015625,2826.80859375
"host+('guest_1', 'guest_2', 'guest_3')",1,40,60971.418,51164.133,174.22641,51164.133,36179.117,7914.2109375,11828.546875,2496.69140625
"host+('guest_1', 'guest_2', 'guest_3')",1,41,55157.46,48841.676,170.1658,48841.676,39145.3,8448.44921875,11724.63671875,2526.4140625
"host+('guest_1', 'guest_2', 'guest_3')",1,42,53276.562,46508.8,165.97073,46508.8,41556.01,8164.29296875,10473.671875,2693.0625
"host+('guest_1', 'guest_2', 'guest_3')",1,43,53925.91,44170.2,161.64873,44170.2,43469.824,8034.66796875,10889.1640625,2039.1484375
"host+('guest_1', 'guest_2', 'guest_3')",1,44,53086.285,41722.434,157.07167,41722.434,45737.27,8068.31640625,10536.9375,2036.13671875
"host+('guest_1', 'guest_2', 'guest_3')",1,45,44830.844,39183.79,152.21405,39183.79,47781.54,7437.34375,11143.44140625,1975.90234375
"host+('guest_1', 'guest_2', 'guest_3')",1,46,46049.4,36701.418,147.28728,36701.418,50301.613,7866.015625,10790.875,1678.24609375
"host+('guest_1', 'guest_2', 'guest_3')",1,47,39177.285,34154.426,142.14699,34154.426,53942.605,7912.43359375,11444.0703125,1711.62109375
"host+('guest_1', 'guest_2', 'guest_3')",1,48,38764.785,31717.307,136.97131,31717.307,56232.53,7958.541015625,11511.322265625,1771.072265625
"host+('guest_1', 'guest_2', 'guest_3')",1,49,37545.35,29249.07,131.53947,29249.07,57717.57,8269.0859375,11705.37109375,1815.69921875
"host+('guest_1', 'guest_2', 'guest_3')",1,50,33537.062,26772.096,125.88054,26772.096,60615.9,7682.705078125,11328.294921875,1524.162109375
"host+('guest_1', 'guest_2', 'guest_3')",1,51,28798.48,24367.596,120.1016,24367.596,63243.508,7380.74609375,11030.232421875,1809.59375
"host+('guest_1', 'guest_2', 'guest_3')",1,52,26757.443,22092.06,114.348,22092.06,65918.77,7578.419921875,11194.955078125,1521.642578125
"host+('guest_1', 'guest_2', 'guest_3')",1,53,22463.475,19934.488,108.52543,19934.488,68166.016,7371.861328125,11605.470703125,1638.443359375
"host+('guest_1', 'guest_2', 'guest_3')",1,54,21684.596,17921.691,102.7642,17921.691,70498.22,7551.001953125,11226.591796875,1607.37890625
"host+('guest_1', 'guest_2', 'guest_3')",1,55,18303.45,15994.416,96.96525,15994.416,70822.2,7249.478515625,12102.080078125,1585.275390625
"host+('guest_1', 'guest_2', 'guest_3')",1,56,16199.861,14199.202,91.25508,14199.202,72888.484,7987.8251953125,11920.9326171875,1327.77734375
"host+('guest_1', 'guest_2', 'guest_3')",1,57,15019.999,12539.073,85.62571,12539.073,74219.59,7511.0693359375,12400.1689453125,1612.54296875
"host+('guest_1', 'guest_2', 'guest_3')",1,58,19358.58,10968.342,79.94121,10968.342,76302.38,7849.880859375,12136.5546875,1623.3720703125
"host+('guest_1', 'guest_2', 'guest_3')",1,59,11963.368,9251.509,73.37758,9251.509,77083.57,7793.0009765625,12614.5322265625,1404.107421875
"host+('guest_1', 'guest_2', 'guest_3')",1,60,9254.083,7860.039,67.64465,7860.039,79071.44,7462.388671875,12208.181640625,1657.2177734375
"host+('guest_1', 'guest_2', 'guest_3')",1,61,8036.323,6758.7114,62.695835,6758.7114,80780.06,7344.01806640625,12356.197265625,1451.88720703125
"host+('guest_1', 'guest_2', 'guest_3')",1,62,7514.8647,5813.764,58.153667,5813.764,81804.89,7914.33251953125,12909.646484375,1431.94775390625
"host+('guest_1', 'guest_2', 'guest_3')",1,63,5950.4263,4968.355,53.78479,4968.355,83145.57,7957.74755859375,13284.16015625,1486.314453125
"host+('guest_1', 'guest_2', 'guest_3')",1,64,6427.4404,4263.9365,49.847237,4263.9365,83672.77,7773.986328125,13284.2490234375,1565.6259765625
"host+('guest_1', 'guest_2', 'guest_3')",1,65,4187.9136,3588.8394,45.81031,3588.8394,83166.0,7745.46337890625,13533.18359375,1497.22509765625
"host+('guest_1', 'guest_2', 'guest_3')",1,66,3500.98,3097.229,42.556786,3097.229,82250.65,7789.66943359375,13380.9453125,1548.0859375
"host+('guest_1', 'guest_2', 'guest_3')",1,67,3113.3413,2715.6465,39.85141,2715.6465,84522.31,7507.552734375,13185.4619140625,1457.76416015625
"host+('guest_1', 'guest_2', 'guest_3')",1,68,2704.1848,2413.9426,37.592663,2413.9426,83696.734,7690.7998046875,14310.4794921875,1583.237060546875
"host+('guest_1', 'guest_2', 'guest_3')",1,69,2423.0017,2173.996,35.64094,2173.996,86233.016,7626.9833984375,13852.533203125,1499.248779296875
"host+('guest_1', 'guest_2', 'guest_3')",1,70,2248.1492,1980.1548,33.958027,1980.1548,85356.77,7898.10107421875,14212.46484375,1611.544921875
"host+('guest_1', 'guest_2', 'guest_3')",1,71,1942.3043,1823.3136,32.473476,1823.3136,85097.55,7816.296875,13847.5107421875,1589.5863037109375
"host+('guest_1', 'guest_2', 'guest_3')",1,72,1802.922,1701.2266,31.277567,1701.2266,86886.305,7803.970703125,14915.01953125,1461.477294921875
"host+('guest_1', 'guest_2', 'guest_3')",1,73,1707.6232,1598.9552,30.281147,1598.9552,85567.33,7620.7919921875,14671.33984375,1489.7315673828125
"host+('guest_1', 'guest_2', 'guest_3')",1,74,1633.1283,1515.0791,29.438183,1515.0791,84468.72,7827.94140625,14884.2724609375,1550.724609375
"host+('guest_1', 'guest_2', 'guest_3')",1,75,1618.3652,1444.752,28.691507,1444.752,85961.02,7613.09375,15169.1875,1425.23486328125
"host+('guest_1', 'guest_2', 'guest_3')",1,76,1599.0847,1382.7549,28.018206,1382.7549,87197.164,7484.58203125,14918.6181640625,1458.036865234375
"host+('guest_1', 'guest_2', 'guest_3')",1,77,1425.9426,1331.0707,27.50128,1331.0707,87416.58,7924.94970703125,15029.712890625,1490.2430419921875
"host+('guest_1', 'guest_2', 'guest_3')",1,78,1504.2506,1290.3011,27.090393,1290.3011,87539.29,7535.08447265625,15311.7734375,1369.0574951171875
"host+('guest_1', 'guest_2', 'guest_3')",1,79,1391.505,1252.1149,26.696064,1252.1149,85383.67,7742.84814453125,15600.466796875,1419.1654052734375
"host+('guest_1', 'guest_2', 'guest_3')",1,80,1406.3729,1217.3706,26.331537,1217.3706,87660.71,7454.68798828125,15323.533203125,1401.41650390625
"host+('guest_1', 'guest_2', 'guest_3')",1,81,1306.9401,1185.475,25.988264,1185.475,84692.67,7585.62841796875,15402.712890625,1371.6307373046875
"host+('guest_1', 'guest_2', 'guest_3')",1,82,1251.2686,1157.49,25.677166,1157.49,84298.83,7539.0224609375,15458.935546875,1362.055419921875
"host+('guest_1', 'guest_2', 'guest_3')",1,83,1266.5599,1131.9604,25.39329,1131.9604,87298.7,7716.21142578125,16059.763671875,1366.8486328125
"host+('guest_1', 'guest_2', 'guest_3')",1,84,1303.7555,1107.2148,25.123442,1107.2148,87629.47,7526.2666015625,15978.12890625,1308.041748046875
"host+('guest_1', 'guest_2', 'guest_3')",1,85,1182.9788,1082.3661,24.856947,1082.3661,87431.17,7490.955078125,16082.1572265625,1249.5963134765625
"host+('guest_1', 'guest_2', 'guest_3')",1,86,1219.7532,1061.558,24.634892,1061.558,86333.695,7352.39501953125,16436.845703125,1290.3519287109375
"host+('guest_1', 'guest_2', 'guest_3')",1,87,1141.7119,1040.6118,24.412502,1040.6118,83230.9,7578.91259765625,15892.2421875,1265.148681640625
"host+('guest_1', 'guest_2', 'guest_3')",1,88,1147.4148,1021.4705,24.214102,1021.4705,88876.07,7515.4814453125,16027.990234375,1234.2236328125
"host+('guest_1', 'guest_2', 'guest_3')",1,89,1107.8257,1002.5148,23.99623,1002.5148,88643.695,7423.4169921875,16491.40234375,1205.2462158203125
"host+('guest_1', 'guest_2', 'guest_3')",1,90,1097.3016,985.4089,23.80365,985.4089,86277.805,7195.79638671875,16333.7080078125,1244.19970703125
"host+('guest_1', 'guest_2', 'guest_3')",1,91,1143.5642,969.2062,23.621124,969.2062,90427.555,7435.037109375,16051.5361328125,1165.7454833984375
"host+('guest_1', 'guest_2', 'guest_3')",1,92,1044.5073,952.9976,23.43014,952.9976,85028.234,7592.10498046875,16770.431640625,1214.47216796875
"host+('guest_1', 'guest_2', 'guest_3')",1,93,1012.78485,935.4274,23.213945,935.4274,86324.27,7506.64599609375,17092.333984375,1220.489013671875
"host+('guest_1', 'guest_2', 'guest_3')",1,94,993.4442,919.84375,23.026112,919.84375,85689.0,7146.87353515625,16389.923828125,1177.104248046875
"host+('guest_1', 'guest_2', 'guest_3')",1,95,975.30115,904.28516,22.837906,904.28516,85207.69,7158.208984375,17196.9453125,1171.4873046875
"host+('guest_1', 'guest_2', 'guest_3')",1,96,982.2452,887.65466,22.63784,887.65466,86481.016,7624.69873046875,16793.48828125,1131.420654296875
"host+('guest_1', 'guest_2', 'guest_3')",1,97,918.2436,873.3825,22.467445,873.3825,87396.71,7314.05419921875,17320.791015625,1182.694091796875
"host+('guest_1', 'guest_2', 'guest_3')",1,98,995.42914,859.4413,22.303116,859.4413,86047.92,7121.486328125,16792.07421875,1103.8302001953125
"host+('guest_1', 'guest_2', 'guest_3')",1,99,920.41205,844.6307,22.139818,844.6307,87744.22,7409.1201171875,16954.486328125,1117.534423828125
"host+('guest_1', 'guest_2', 'guest_3')",1,100,1004.1732,827.2722,21.94627,827.2722,88058.68,7439.5966796875,17867.689453125,1054.2000732421875
"host+('guest_1', 'guest_2')",1,1,162876.72,145196.8,298.26147,145196.8,88.1875,-137.875,192.546875,
"host+('guest_1', 'guest_2')",1,2,176083.05,144802.95,297.79892,144802.95,203.0625,22.21875,314.921875,
"host+('guest_1', 'guest_2')",1,3,173053.64,144389.73,297.31415,144389.73,320.70312,162.96875,470.21875,
"host+('guest_1', 'guest_2')",1,4,172544.9,143942.86,296.78925,143942.86,456.17188,311.015625,610.234375,
"host+('guest_1', 'guest_2')",1,5,162741.39,143442.14,296.19873,143442.14,577.90625,486.859375,806.21875,
"host+('guest_1', 'guest_2')",1,6,154333.48,142877.64,295.52832,142877.64,740.3125,685.171875,1008.734375,
"host+('guest_1', 'guest_2')",1,7,180636.42,142244.44,294.77374,142244.44,889.6406,882.59375,1276.75,
"host+('guest_1', 'guest_2')",1,8,158855.7,141509.23,293.89755,141509.23,1116.0,1136.5625,1499.703125,
"host+('guest_1', 'guest_2')",1,9,165145.1,140667.55,292.88504,140667.55,1356.2188,1435.828125,1846.96875,
"host+('guest_1', 'guest_2')",1,10,159263.45,139694.34,291.7104,139694.34,1595.5625,1771.21875,2214.9375,
"host+('guest_1', 'guest_2')",1,11,156575.0,138580.6,290.38086,138580.6,1874.3125,2188.546875,2660.15625,
"host+('guest_1', 'guest_2')",1,12,151893.58,137312.89,288.89557,137312.89,2211.3281,2704.203125,3049.015625,
"host+('guest_1', 'guest_2')",1,13,153341.03,135865.94,287.1869,135865.94,2547.9531,3083.0,3517.609375,
"host+('guest_1', 'guest_2')",1,14,166569.14,134204.48,285.20944,134204.48,3002.9844,3570.15625,4078.46875,
"host+('guest_1', 'guest_2')",1,15,150551.16,132318.55,282.9504,132318.55,3479.8125,4212.09375,4763.71875,
"host+('guest_1', 'guest_2')",1,16,146832.27,130188.8,280.38733,130188.8,4122.3906,4921.90625,5415.375,
"host+('guest_1', 'guest_2')",1,17,148042.48,127812.17,277.5192,127812.17,4662.2812,5829.6875,6327.90625,
"host+('guest_1', 'guest_2')",1,18,141970.28,125145.984,274.26685,125145.984,5441.0938,6501.75,7202.515625,
"host+('guest_1', 'guest_2')",1,19,140607.14,122241.64,270.7184,122241.64,6164.7812,7528.484375,8473.4609375,
"host+('guest_1', 'guest_2')",1,20,137570.16,119007.07,266.71844,119007.07,7048.5625,8522.3046875,9575.6953125,
"host+('guest_1', 'guest_2')",1,21,141162.86,115489.24,262.33636,115489.24,8022.828,9402.65625,10867.8828125,
"host+('guest_1', 'guest_2')",1,22,129084.65,111715.26,257.67752,111715.26,9072.328,10843.484375,11095.6171875,
"host+('guest_1', 'guest_2')",1,23,119508.57,107690.125,252.64429,107690.125,10342.242,11886.140625,12583.9609375,
"host+('guest_1', 'guest_2')",1,24,122239.516,103514.98,247.33092,103514.98,11650.727,13328.1640625,13933.421875,
"host+('guest_1', 'guest_2')",1,25,111374.76,99130.21,241.74434,99130.21,12928.055,14357.015625,14809.1328125,
"host+('guest_1', 'guest_2')",1,26,158882.6,94610.98,236.01463,94610.98,14646.3125,15688.9453125,15381.3046875,
"host+('guest_1', 'guest_2')",1,27,102083.02,89789.55,229.81012,89789.55,16033.258,15415.59375,17171.96875,
"host+('guest_1', 'guest_2')",1,28,94871.51,85215.16,223.85478,85215.16,17711.367,16768.8046875,17634.9296875,
"host+('guest_1', 'guest_2')",1,29,108657.164,80865.164,218.15627,80865.164,19224.914,17098.328125,19160.4140625,
"host+('guest_1', 'guest_2')",1,30,89152.266,76581.06,212.48495,76581.06,21386.219,17726.859375,19035.796875,
"host+('guest_1', 'guest_2')",1,31,98058.7,72417.86,207.083,72417.86,23151.656,18942.5625,18924.0546875,
"host+('guest_1', 'guest_2')",1,32,77940.5,68416.555,201.73785,68416.555,25212.71,18610.015625,19799.0703125,
"host+('guest_1', 'guest_2')",1,33,77656.32,64804.91,196.58879,64804.91,27155.043,17848.66015625,20079.94921875,
"host+('guest_1', 'guest_2')",1,34,78887.74,61350.594,191.45186,61350.594,28936.086,17494.0859375,19818.046875,
"host+('guest_1', 'guest_2')",1,35,76631.75,58141.08,186.5298,58141.08,31567.29,16974.421875,20067.28125,
"host+('guest_1', 'guest_2')",1,36,91923.93,55118.703,181.66237,55118.703,33497.438,16458.8125,18862.3671875,
"host+('guest_1', 'guest_2')",1,37,62525.59,52063.965,176.66422,52063.965,36265.207,15084.51171875,19091.83984375,
"host+('guest_1', 'guest_2')",1,38,54665.465,49476.355,172.33165,49476.355,38309.832,14686.16015625,18860.63671875,
"host+('guest_1', 'guest_2')",1,39,52962.125,47166.227,168.24834,47166.227,41075.97,12613.0390625,17330.6953125,
"host+('guest_1', 'guest_2')",1,40,51147.01,44911.098,164.1363,44911.098,42880.277,13700.2421875,18698.1015625,
"host+('guest_1', 'guest_2')",1,41,49902.28,42648.97,159.81538,42648.97,45592.203,13189.54296875,17948.41015625,
"host+('guest_1', 'guest_2')",1,42,44093.895,40372.883,155.37349,40372.883,47859.89,12356.91796875,18115.80078125,
"host+('guest_1', 'guest_2')",1,43,63897.508,38131.223,150.89227,38131.223,49278.24,12280.046875,17697.859375,
"host+('guest_1', 'guest_2')",1,44,40934.598,35585.0,145.76369,35585.0,51545.35,10963.76953125,17750.28515625,
"host+('guest_1', 'guest_2')",1,45,37150.484,33243.402,140.83887,33243.402,55601.035,11165.70703125,18196.98828125,
"host+('guest_1', 'guest_2')",1,46,38409.76,31051.08,136.05782,31051.08,56233.938,11316.845703125,17313.650390625,
"host+('guest_1', 'guest_2')",1,47,33087.676,28843.299,131.11172,28843.299,58211.14,11361.978515625,17779.818359375,
"host+('guest_1', 'guest_2')",1,48,31941.652,26727.445,126.176186,26727.445,61732.633,11409.98046875,18339.73046875,
"host+('guest_1', 'guest_2')",1,49,29442.783,24634.053,121.14998,24634.053,62935.727,10559.505859375,19118.580078125,
"host+('guest_1', 'guest_2')",1,50,26456.65,22598.898,116.05486,22598.898,64739.594,10401.49609375,18720.484375,
"host+('guest_1', 'guest_2')",1,51,23778.482,20639.943,110.95218,20639.943,65904.64,10480.935546875,19492.974609375,
"host+('guest_1', 'guest_2')",1,52,24769.531,18750.346,105.81117,18750.346,67616.24,10688.642578125,19711.369140625,
"host+('guest_1', 'guest_2')",1,53,21756.656,16863.162,100.37981,16863.162,69487.4,10185.02734375,19603.439453125,
"host+('guest_1', 'guest_2')",1,54,17348.541,15040.684,94.87085,15040.684,73159.59,9756.0,19883.44921875,
"host+('guest_1', 'guest_2')",1,55,17517.05,13398.071,89.59859,13398.071,72784.57,9339.6298828125,20102.0625,
"host+('guest_1', 'guest_2')",1,56,14104.349,11825.1455,84.21579,11825.1455,76739.54,9525.7197265625,20568.82421875,
"host+('guest_1', 'guest_2')",1,57,13312.186,10411.991,79.08526,10411.991,75690.96,9304.9638671875,21660.77734375,
"host+('guest_1', 'guest_2')",1,58,12198.44,9054.771,73.86011,9054.771,78458.36,9242.87890625,21227.42578125,
"host+('guest_1', 'guest_2')",1,59,9150.985,7818.7017,68.770096,7818.7017,82830.16,9641.361328125,21271.71875,
"host+('guest_1', 'guest_2')",1,60,7671.558,6787.7935,64.12589,6787.7935,82543.484,9267.748046875,21294.400390625,
"host+('guest_1', 'guest_2')",1,61,6833.293,5899.588,59.830994,5899.588,81062.77,9232.015625,21955.623046875,
"host+('guest_1', 'guest_2')",1,62,5735.7046,5127.0244,55.749844,5127.0244,82684.555,9293.5830078125,22052.9140625,
"host+('guest_1', 'guest_2')",1,63,4937.983,4458.8574,51.98447,4458.8574,84319.836,9009.62109375,21869.833984375,
"host+('guest_1', 'guest_2')",1,64,4272.5225,3886.123,48.54359,3886.123,83229.164,8983.6630859375,22537.498046875,
"host+('guest_1', 'guest_2')",1,65,3747.3132,3395.8545,45.364803,3395.8545,84016.43,8955.4189453125,22287.9296875,
"host+('guest_1', 'guest_2')",1,66,3791.231,2967.1335,42.405197,2967.1335,81672.93,8857.2080078125,22275.171875,
"host+('guest_1', 'guest_2')",1,67,2869.5625,2566.2273,39.556152,2566.2273,83934.57,8747.9775390625,22655.505859375,
"host+('guest_1', 'guest_2')",1,68,2534.1868,2251.0295,37.241592,2251.0295,83748.195,8526.3740234375,22991.4375,
"host+('guest_1', 'guest_2')",1,69,2173.4377,1995.5354,35.20797,1995.5354,87792.21,8549.662109375,23779.064453125,
"host+('guest_1', 'guest_2')",1,70,2118.3154,1785.7053,33.360718,1785.7053,85748.75,8394.3623046875,23341.140625,
"host+('guest_1', 'guest_2')",1,71,1694.1031,1596.1566,31.565552,1596.1566,87587.48,8256.3662109375,23904.7734375,
"host+('guest_1', 'guest_2')",1,72,1499.3857,1456.3329,30.168497,1456.3329,89642.97,8156.9287109375,23423.779296875,
"host+('guest_1', 'guest_2')",1,73,1417.6272,1348.7557,29.094166,1348.7557,87820.77,8109.5361328125,23569.98828125,
"host+('guest_1', 'guest_2')",1,74,1356.9387,1264.8524,28.25964,1264.8524,85430.7,8061.166015625,24267.08203125,
"host+('guest_1', 'guest_2')",1,75,1273.6688,1194.5338,27.544804,1194.5338,85206.945,7998.15966796875,24466.814453125,
"host+('guest_1', 'guest_2')",1,76,1209.8112,1135.5433,26.908104,1135.5433,86018.32,7904.76318359375,24681.19140625,
"host+('guest_1', 'guest_2')",1,77,1135.7999,1084.808,26.354353,1084.808,85571.375,7868.13037109375,25146.166015625,
"host+('guest_1', 'guest_2')",1,78,1091.075,1040.6685,25.849724,1040.6685,85424.26,7674.92431640625,25392.212890625,
"host+('guest_1', 'guest_2')",1,79,1054.6449,1000.714,25.394217,1000.714,89152.42,7756.3681640625,24820.943359375,
"host+('guest_1', 'guest_2')",1,80,1014.4595,964.0459,24.984953,964.0459,85305.83,7671.787109375,25168.66796875,
"host+('guest_1', 'guest_2')",1,81,1040.1785,933.53784,24.615719,933.53784,85262.15,7921.810546875,26004.240234375,
"host+('guest_1', 'guest_2')",1,82,996.82513,907.66296,24.285982,907.66296,86769.68,7321.806640625,25750.091796875,
"host+('guest_1', 'guest_2')",1,83,930.9004,884.7727,23.985592,884.7727,86427.95,7296.259765625,25665.548828125,
"host+('guest_1', 'guest_2')",1,84,935.9061,862.486,23.702765,862.486,85596.695,7183.59033203125,26108.16015625,
"host+('guest_1', 'guest_2')",1,85,874.1368,841.48047,23.435286,841.48047,86719.61,7302.31689453125,25473.95703125,
"host+('guest_1', 'guest_2')",1,86,874.84753,820.9853,23.182474,820.9853,87432.16,6924.66796875,27172.255859375,
"host+('guest_1', 'guest_2')",1,87,859.18567,801.5216,22.923319,801.5216,85639.34,7091.48681640625,26363.05078125,
"host+('guest_1', 'guest_2')",1,88,820.04987,783.5006,22.683628,783.5006,89359.875,6914.3994140625,26324.080078125,
"host+('guest_1', 'guest_2')",1,89,818.4889,766.5456,22.463043,766.5456,84741.14,7049.73876953125,26748.294921875,
"host+('guest_1', 'guest_2')",1,90,804.36786,751.92896,22.25177,751.92896,88566.125,6904.658203125,27740.830078125,
"host+('guest_1', 'guest_2')",1,91,767.2614,737.7141,22.045876,737.7141,86273.64,6662.43359375,26725.07421875,
"host+('guest_1', 'guest_2')",1,92,745.5065,724.26337,21.844545,724.26337,83433.22,6944.86328125,27372.794921875,
"host+('guest_1', 'guest_2')",1,93,745.55554,711.67865,21.656523,711.67865,87163.98,6706.06005859375,27269.724609375,
"host+('guest_1', 'guest_2')",1,94,778.97375,698.98083,21.468029,698.98083,87823.76,6525.98095703125,27092.71875,
"host+('guest_1', 'guest_2')",1,95,723.477,686.38025,21.286606,686.38025,87983.59,6342.869140625,26888.34375,
"host+('guest_1', 'guest_2')",1,96,711.4912,674.6261,21.118038,674.6261,86676.51,6620.1513671875,27542.6875,
"host+('guest_1', 'guest_2')",1,97,727.91516,662.7473,20.946415,662.7473,85497.66,6422.919921875,27963.064453125,
"host+('guest_1', 'guest_2')",1,98,715.7285,649.6258,20.761337,649.6258,85108.47,6541.626953125,27467.04296875,
"host+('guest_1', 'guest_2')",1,99,679.6395,637.9901,20.575588,637.9901,85412.92,6360.85791015625,27679.705078125,
"host+('guest_1', 'guest_2')",1,100,672.3819,626.33606,20.393745,626.33606,85899.586,6238.0703125,28650.359375,
"host+('guest_1', 'guest_3')",1,1,165553.38,145095.11,298.1099,145095.11,128.95312,66.328125,,50.265625
"host+('guest_1', 'guest_3')",1,2,177902.61,144803.27,297.76587,144803.27,212.8125,188.375,,143.203125
"host+('guest_1', 'guest_3')",1,3,174668.0,144495.25,297.40414,144495.25,300.5,313.546875,,237.390625
"host+('guest_1', 'guest_3')",1,4,165185.8,144156.84,297.00754,144156.84,413.1875,452.71875,,315.375
"host+('guest_1', 'guest_3')",1,5,191617.77,143774.14,296.55933,143774.14,529.46875,601.9375,,420.3125
