experiment,repetition,round,training_loss,test_mse,test_mae,baseline_ablation_mse,ablation_host,ablation_guest_1,ablation_guest_2,ablation_guest_3
"host+('guest_1', 'guest_2', 'guest_3')",1,25,108651.164,96354.57,238.18317,96354.57,11399.305,13175.921875,10681.9140625,6459.3671875
"host+('guest_1', 'guest_2', 'guest_3')",1,26,108098.586,91957.69,232.66902,91957.69,12523.344,14018.5546875,11407.8125,6275.9296875
"host+('guest_1', 'guest_2', 'guest_3')",1,27,106497.18,87602.51,227.17781,87602.51,14029.977,14646.7265625,12390.9921875,6640.9765625
"host+('guest_1', 'guest_2', 'guest_3')",1,28,103607.266,83311.0,221.85779,83311.0,15783.664,14874.359375,12142.0234375,6773.6171875
"host+('guest_1', 'guest_2', 'guest_3')",1,29,92869.13,79138.45,216.52457,79138.45,17116.547,15708.2421875,12789.5390625,6800.015625
"host+('guest_1', 'guest_2', 'guest_3')",1,30,88339.43,75151.93,211.42961,75151.93,19139.477,15892.3125,12517.9453125,6583.484375
"host+('guest_1', 'guest_2', 'guest_3')",1,31,83262.586,71395.586,206.32486,71395.586,20826.797,15232.3359375,12273.7890625,5920.5625
"host+('guest_1', 'guest_2', 'guest_3')",1,32,83177.27,67947.695,201.46085,67947.695,22620.344,15101.8671875,12305.5234375,6039.8984375
"host+('guest_1', 'guest_2', 'guest_3')",1,33,72686.79,64747.066,196.79874,64747.066,24603.387,14245.48828125,12528.10546875,4932.78515625
"host+('guest_1', 'guest_2', 'guest_3')",1,34,69838.42,61839.44,192.18765,61839.44,26786.41,14513.26953125,11774.87890625,4719.23046875
"host+('guest_1', 'guest_2', 'guest_3')",1,35,68618.766,59130.45,187.7026,59130.45,29128.855,13626.10546875,11006.73046875,3648.828125
"host+('guest_1', 'guest_2', 'guest_3')",1,36,96179.46,56535.402,183.44983,56535.402,30877.496,11970.36328125,10567.48046875,3314.21875
"host+('guest_1', 'guest_2', 'guest_3')",1,37,60664.43,53822.324,178.89803,53822.324,33166.09,11574.83203125,10376.90234375,2828.16796875
"host+('guest_1', 'guest_2', 'guest_3')",1,38,56949.414,51423.676,174.73576,51423.676,35547.48,10785.08203125,9952.66015625,2957.9140625
"host+('guest_1', 'guest_2', 'guest_3')",1,39,59953.355,49192.96,170.74403,49192.96,37774.023,11012.5078125,9110.2578125,1913.93359375
"host+('guest_1', 'guest_2', 'guest_3')",1,40,51674.75,46897.062,166.5822,46897.062,40234.008,9348.56640625,9755.94140625,2305.11328125
"host+('guest_1', 'guest_2', 'guest_3')",1,41,57612.836,44609.984,162.34624,44609.984,42280.08,9925.91015625,9133.0625,1871.3671875
"host+('guest_1', 'guest_2', 'guest_3')",1,42,49671.21,42175.094,157.84601,42175.094,45222.516,9821.50390625,9667.08203125,1237.47265625
"host+('guest_1', 'guest_2', 'guest_3')",1,43,44265.152,39772.473,153.22658,39772.473,46911.293,9011.4140625,10313.9609375,1486.19921875
"host+('guest_1', 'guest_2', 'guest_3')",1,44,41523.41,37475.03,148.62769,37475.03,48890.6,9141.0703125,10412.05859375,1596.7265625
"host+('guest_1', 'guest_2', 'guest_3')",1,45,39787.707,35161.14,143.86203,35161.14,51491.92,9926.9296875,8965.9765625,1505.74609375
"host+('guest_1', 'guest_2', 'guest_3')",1,46,39525.223,32836.55,138.94331,32836.55,54689.668,9741.74609375,9822.09765625,1394.15234375
"host+('guest_1', 'guest_2', 'guest_3')",1,47,35410.117,30511.377,133.86156,30511.377,55667.4,9969.783203125,9928.431640625,1746.197265625
"host+('guest_1', 'guest_2', 'guest_3')",1,48,32474.65,28205.316,128.6174,28205.316,58699.098,9997.86328125,10416.21875,1723.33203125
"host+('guest_1', 'guest_2', 'guest_3')",1,49,38427.695,25903.854,123.23892,25903.854,60151.492,9845.541015625,9895.396484375,1689.1484375
"host+('guest_1', 'guest_2', 'guest_3')",1,50,26521.137,23418.605,117.258125,23418.605,63792.23,9346.712890625,10191.71484375,1708.65234375
"host+('guest_1', 'guest_2', 'guest_3')",1,51,26324.693,21182.951,111.53026,21182.951,66976.375,9649.962890625,10526.41796875,1293.328125
"host+('guest_1', 'guest_2', 'guest_3')",1,52,26199.121,19078.64,105.88586,19078.64,67830.04,8860.669921875,9845.66796875,1156.267578125
"host+('guest_1', 'guest_2', 'guest_3')",1,53,19095.576,16963.125,99.88722,16963.125,70112.5,8866.763671875,10373.3203125,1339.365234375
"host+('guest_1', 'guest_2', 'guest_3')",1,54,17479.387,15125.452,94.27558,15125.452,69991.414,9374.0615234375,10420.2802734375,1233.3759765625
"host+('guest_1', 'guest_2', 'guest_3')",1,55,17139.44,13430.469,88.75574,13430.469,72423.08,9216.93359375,10660.033203125,1387.8359375
"host+('guest_1', 'guest_2', 'guest_3')",1,56,13942.032,11819.071,83.24719,11819.071,73752.06,9428.6826171875,10560.1533203125,1230.0
"host+('guest_1', 'guest_2', 'guest_3')",1,57,14105.376,10332.688,77.86457,10332.688,77021.97,9516.2294921875,11127.9072265625,1629.998046875
"host+('guest_1', 'guest_2', 'guest_3')",1,58,11551.938,8914.217,72.368645,8914.217,77847.24,9335.54296875,10752.666015625,1389.4150390625
"host+('guest_1', 'guest_2', 'guest_3')",1,59,8993.12,7640.333,66.975136,7640.333,78734.47,9025.2236328125,11702.1650390625,1254.6083984375
"host+('guest_1', 'guest_2', 'guest_3')",1,60,7534.014,6573.774,62.035255,6573.774,81378.0,9492.708984375,11602.203125,1515.228515625
"host+('guest_1', 'guest_2', 'guest_3')",1,61,6465.8516,5665.3853,57.518063,5665.3853,81032.91,9388.015625,11400.84375,1318.203125
"host+('guest_1', 'guest_2', 'guest_3')",1,62,5601.996,4891.4014,53.3827,4891.4014,81196.42,9308.765625,11662.7470703125,1363.6162109375
"host+('guest_1', 'guest_2', 'guest_3')",1,63,4927.0444,4211.4355,49.53831,4211.4355,80875.16,9561.4736328125,11755.119140625,1338.13134765625
"host+('guest_1', 'guest_2', 'guest_3')",1,64,4331.7446,3630.6936,46.029686,3630.6936,84401.07,9213.400390625,11895.9951171875,1394.349853515625
"host+('guest_1', 'guest_2', 'guest_3')",1,65,3560.076,3137.3525,42.78294,3137.3525,85033.46,9218.7080078125,12176.138671875,1225.78759765625
"host+('guest_1', 'guest_2', 'guest_3')",1,66,3160.7043,2725.8276,39.872868,2725.8276,85824.67,9125.208984375,12361.0,1264.511962890625
"host+('guest_1', 'guest_2', 'guest_3')",1,67,2695.7722,2390.5862,37.342934,2390.5862,86818.43,9107.23046875,12186.5380859375,1196.267822265625
"host+('guest_1', 'guest_2', 'guest_3')",1,68,2416.6062,2119.301,35.13952,2119.301,83751.1,9272.4765625,12592.1103515625,1230.29833984375
"host+('guest_1', 'guest_2', 'guest_3')",1,69,2227.3594,1897.157,33.268192,1897.157,86136.016,9192.3603515625,12526.36328125,1308.065185546875
"host+('guest_1', 'guest_2', 'guest_3')",1,70,1905.7457,1708.3853,31.528912,1708.3853,87201.9,9536.224609375,12473.12890625,1222.5400390625
"host+('guest_1', 'guest_2', 'guest_3')",1,71,1766.8414,1551.4807,29.961937,1551.4807,85444.79,9072.162109375,13114.9697265625,1343.761962890625
"host+('guest_1', 'guest_2', 'guest_3')",1,72,1590.6481,1426.7443,28.629627,1426.7443,87119.87,9377.7939453125,12954.2646484375,1337.2747802734375
"host+('guest_1', 'guest_2', 'guest_3')",1,73,1544.9628,1321.1062,27.447807,1321.1062,87240.11,8952.890625,13815.326171875,1251.4677734375
"host+('guest_1', 'guest_2', 'guest_3')",1,74,1458.2306,1235.2935,26.469267,1235.2935,83938.74,9186.724609375,13199.373046875,1273.081787109375
"host+('guest_1', 'guest_2', 'guest_3')",1,75,1349.1229,1165.9265,25.682777,1165.9265,85780.54,8976.1025390625,13606.4755859375,1213.4609375
"host+('guest_1', 'guest_2', 'guest_3')",1,76,1244.0402,1108.4363,25.014666,1108.4363,86302.32,8897.884765625,13778.9814453125,1241.038330078125
"host+('guest_1', 'guest_2', 'guest_3')",1,77,1172.5498,1058.4088,24.41248,1058.4088,84397.49,9134.654296875,13262.013671875,1230.7550048828125
"host+('guest_1', 'guest_2', 'guest_3')",1,78,1113.3251,1015.9557,23.90366,1015.9557,87879.805,8774.6328125,13639.88671875,1180.2359619140625
"host+('guest_1', 'guest_2', 'guest_3')",1,79,1135.5924,979.3301,23.438148,979.3301,87907.98,8797.359375,14029.1259765625,1262.982177734375
"host+('guest_1', 'guest_2', 'guest_3')",1,80,1032.6735,946.00446,23.023304,946.00446,86041.76,8760.5947265625,14191.2861328125,1161.5888671875
"host+('guest_1', 'guest_2', 'guest_3')",1,81,1101.0707,917.87494,22.683504,917.87494,87160.22,8903.30078125,14560.927734375,1218.259765625
"host+('guest_1', 'guest_2', 'guest_3')",1,82,995.2836,892.448,22.370985,892.448,87892.75,8728.2177734375,14299.2919921875,1188.92138671875
"host+('guest_1', 'guest_2', 'guest_3')",1,83,968.7507,870.1912,22.093447,870.1912,85712.22,8933.13671875,14542.0849609375,1121.04443359375
"host+('guest_1', 'guest_2', 'guest_3')",1,84,970.5794,848.54004,21.817844,848.54004,87096.35,8667.5927734375,13941.294921875,1124.724365234375
"host+('guest_1', 'guest_2', 'guest_3')",1,85,961.33563,827.50073,21.546469,827.50073,84684.44,8966.2998046875,14631.1708984375,1146.9593505859375
"host+('guest_1', 'guest_2', 'guest_3')",1,86,860.5708,807.9258,21.289522,807.9258,85303.516,8511.591796875,14596.541015625,1054.5875244140625
"host+('guest_1', 'guest_2', 'guest_3')",1,87,869.3984,788.053,21.023127,788.053,82692.94,8713.640625,14913.8369140625,1047.3736572265625
"host+('guest_1', 'guest_2', 'guest_3')",1,88,915.8641,767.80054,20.752823,767.80054,85921.92,8870.912109375,14548.8740234375,1070.1368408203125
"host+('guest_1', 'guest_2', 'guest_3')",1,89,825.54926,748.35016,20.487831,748.35016,86498.11,8637.1015625,14524.6015625,1036.23095703125
"host+('guest_1', 'guest_2', 'guest_3')",1,90,810.64764,730.10504,20.23375,730.10504,85625.766,8246.037109375,14835.2353515625,1019.0366821289062
"host+('guest_1', 'guest_2', 'guest_3')",1,91,792.5345,713.4967,20.000124,713.4967,88142.88,8578.505859375,15374.619140625,998.40185546875
"host+('guest_1', 'guest_2', 'guest_3')",1,92,804.06104,698.0556,19.779867,698.0556,86366.67,8718.333984375,15472.85546875,1005.8578491210938
"host+('guest_1', 'guest_2', 'guest_3')",1,93,771.74493,683.1881,19.57861,683.1881,86562.7,8803.04296875,14954.4345703125,980.41357421875
"host+('guest_1', 'guest_2', 'guest_3')",1,94,812.2926,669.53625,19.4009,669.53625,85533.77,8569.2744140625,15103.501953125,1002.5625
"host+('guest_1', 'guest_2', 'guest_3')",1,95,776.15576,656.34717,19.231197,656.34717,84874.29,8673.482421875,15503.998046875,991.7762451171875
"host+('guest_1', 'guest_2', 'guest_3')",1,96,716.85565,640.5745,19.009308,640.5745,88121.586,8589.9990234375,15448.9248046875,890.8545532226562
"host+('guest_1', 'guest_2', 'guest_3')",1,97,716.5111,625.7984,18.79034,625.7984,85366.95,8676.2109375,15412.4287109375,922.8953247070312
"host+('guest_1', 'guest_2', 'guest_3')",1,98,731.45856,612.13165,18.597748,612.13165,84122.78,8577.3583984375,15714.4482421875,941.2669067382812
"host+('guest_1', 'guest_2', 'guest_3')",1,99,663.88763,598.0382,18.388836,598.0382,86078.43,8531.689453125,14989.9052734375,913.62841796875
"host+('guest_1', 'guest_2', 'guest_3')",1,100,657.643,584.6781,18.18047,584.6781,85846.67,8457.125,15807.228515625,891.5816650390625
"host+('guest_1', 'guest_2')",1,1,161545.42,144946.44,297.96445,144946.44,177.07812,41.703125,179.90625,
"host+('guest_1', 'guest_2')",1,2,160503.97,144610.39,297.5772,144610.39,296.42188,164.359375,275.84375,
"host+('guest_1', 'guest_2')",1,3,172072.83,144251.7,297.1636,144251.7,409.98438,259.0,411.15625,
"host+('guest_1', 'guest_2')",1,4,158308.11,143857.0,296.7085,143857.0,558.5469,422.859375,529.953125,
"host+('guest_1', 'guest_2')",1,5,156505.78,143416.61,296.19913,143416.61,687.8125,548.125,665.359375,
"host+('guest_1', 'guest_2')",1,6,159504.89,142915.89,295.61926,142915.89,846.1406,726.03125,810.359375,
"host+('guest_1', 'guest_2')",1,7,169847.22,142332.77,294.9409,142332.77,1053.6875,916.84375,1001.5,
"host+('guest_1', 'guest_2')",1,8,163402.7,141648.4,294.1438,141648.4,1289.0625,1149.09375,1248.203125,
"host+('guest_1', 'guest_2')",1,9,163937.27,140858.88,293.21973,140858.88,1480.1875,1384.71875,1495.546875,
"host+('guest_1', 'guest_2')",1,10,163881.33,139922.2,292.11597,139922.2,1841.2344,1684.421875,1802.46875,
"host+('guest_1', 'guest_2')",1,11,157093.03,138840.4,290.836,138840.4,2144.6406,2121.5,2104.296875,
"host+('guest_1', 'guest_2')",1,12,150789.1,137614.39,289.3918,137614.39,2538.2812,2496.34375,2525.515625,
"host+('guest_1', 'guest_2')",1,13,156860.36,136210.72,287.76044,136210.72,2951.7656,2947.40625,2967.625,
"host+('guest_1', 'guest_2')",1,14,146921.02,134592.97,285.86346,134592.97,3355.8438,3539.828125,3448.296875,
"host+('guest_1', 'guest_2')",1,15,160779.11,132799.3,283.74225,132799.3,3821.8125,4099.453125,4068.890625,
"host+('guest_1', 'guest_2')",1,16,139548.16,130715.15,281.26215,130715.15,4546.6797,4764.7734375,4641.9609375,
"host+('guest_1', 'guest_2')",1,17,140414.67,128447.76,278.552,128447.76,5266.633,5605.8515625,5509.7890625,
"host+('guest_1', 'guest_2')",1,18,138404.97,125940.5,275.5473,125940.5,5955.047,6537.265625,6191.9375,
"host+('guest_1', 'guest_2')",1,19,141751.39,123165.37,272.1883,123165.37,6818.3516,7215.328125,6920.3828125,
"host+('guest_1', 'guest_2')",1,20,148638.97,120035.36,268.3724,120035.36,7734.633,8236.4609375,7991.125,
"host+('guest_1', 'guest_2')",1,21,130105.98,116614.6,264.14105,116614.6,8839.375,9406.7890625,8956.984375,
"host+('guest_1', 'guest_2')",1,22,124436.21,112976.28,259.64117,112976.28,9937.773,10640.609375,9976.4453125,
"host+('guest_1', 'guest_2')",1,23,121492.88,109092.11,254.84914,109092.11,11224.609,11741.109375,10811.546875,
"host+('guest_1', 'guest_2')",1,24,166373.1,104923.555,249.61005,104923.555,12544.539,12637.1015625,12163.921875,
"host+('guest_1', 'guest_2')",1,25,126997.24,100322.66,243.74733,100322.66,13960.93,13992.875,13263.0625,
"host+('guest_1', 'guest_2')",1,26,113872.63,95720.555,237.94437,95720.555,15832.539,15182.3515625,14057.484375,
"host+('guest_1', 'guest_2')",1,27,103933.195,91129.914,232.0275,91129.914,17386.812,15651.171875,15058.96875,
"host+('guest_1', 'guest_2')",1,28,97549.61,86600.69,226.02405,86600.69,18942.172,16893.015625,16092.78125,
"host+('guest_1', 'guest_2')",1,29,110134.92,82100.055,220.1369,82100.055,20125.453,17367.8515625,16873.796875,
"host+('guest_1', 'guest_2')",1,30,96686.57,77567.87,214.23993,77567.87,22506.867,17985.7109375,18329.953125,
"host+('guest_1', 'guest_2')",1,31,93783.13,73103.66,208.26518,73103.66,24347.055,18531.6640625,17841.2734375,
"host+('guest_1', 'guest_2')",1,32,80586.445,68772.69,202.58446,68772.69,27002.586,19203.6875,18220.609375,
"host+('guest_1', 'guest_2')",1,33,76403.45,64714.773,196.98524,64714.773,29041.578,18785.875,18909.03125,
"host+('guest_1', 'guest_2')",1,34,72819.89,61009.004,191.51503,61009.004,31168.879,18906.58203125,18477.23046875,
"host+('guest_1', 'guest_2')",1,35,72461.2,57479.74,186.11317,57479.74,33168.684,17903.44140625,18079.91796875,
"host+('guest_1', 'guest_2')",1,36,65762.71,54170.645,180.75513,54170.645,35495.707,17909.12890625,18035.16796875,
"host+('guest_1', 'guest_2')",1,37,60682.9,51053.76,175.53177,51053.76,37935.582,17843.87109375,18584.65234375,
"host+('guest_1', 'guest_2')",1,38,54972.99,48143.887,170.50015,48143.887,40793.035,16674.1796875,17266.08984375,
"host+('guest_1', 'guest_2')",1,39,57193.98,45423.766,165.63168,45423.766,43478.977,16623.63671875,17408.8671875,
"host+('guest_1', 'guest_2')",1,40,49508.137,42691.996,160.54083,42691.996,45409.99,15605.421875,17399.3359375,
"host+('guest_1', 'guest_2')",1,41,51624.7,40071.133,155.46706,40071.133,48503.15,15410.41796875,17553.8984375,
"host+('guest_1', 'guest_2')",1,42,42611.85,37411.555,150.13522,37411.555,50102.633,14151.0546875,16902.9765625,
"host+('guest_1', 'guest_2')",1,43,41233.836,34837.27,144.78024,34837.27,53848.52,13136.61328125,16620.8828125,
"host+('guest_1', 'guest_2')",1,44,37615.52,32341.676,139.4505,32341.676,55359.715,13479.046875,16925.671875,
"host+('guest_1', 'guest_2')",1,45,32626.584,29892.086,133.9885,29892.086,58694.42,12934.6171875,16788.45703125,
"host+('guest_1', 'guest_2')",1,46,30677.904,27560.42,128.53986,27560.42,60867.85,11901.587890625,16553.080078125,
"host+('guest_1', 'guest_2')",1,47,32972.594,25290.309,122.98875,25290.309,61765.84,12554.515625,17511.4375,
"host+('guest_1', 'guest_2')",1,48,25356.588,22967.984,117.19808,22967.984,65355.68,12633.84765625,17250.984375,
"host+('guest_1', 'guest_2')",1,49,28929.645,20766.434,111.41209,20766.434,66887.95,12456.94921875,17536.63671875,
"host+('guest_1', 'guest_2')",1,50,23103.275,18508.783,105.1887,18508.783,68372.95,12189.58984375,17521.494140625,
"host+('guest_1', 'guest_2')",1,51,18784.639,16432.973,99.14307,16432.973,72901.14,11566.001953125,17081.4453125,
"host+('guest_1', 'guest_2')",1,52,16384.475,14564.571,93.361275,14564.571,74164.6,11518.3154296875,18114.37109375,
"host+('guest_1', 'guest_2')",1,53,15110.5625,12898.21,87.83841,12898.21,74089.266,11429.9697265625,18308.77734375,
"host+('guest_1', 'guest_2')",1,54,12995.65,11348.077,82.4232,11348.077,73986.52,10976.0166015625,18620.8828125,
"host+('guest_1', 'guest_2')",1,55,11233.842,9938.747,77.190865,9938.747,76051.305,10945.9638671875,18772.47265625,
"host+('guest_1', 'guest_2')",1,56,10190.427,8648.299,72.10941,8648.299,76424.555,11085.310546875,19401.154296875,
"host+('guest_1', 'guest_2')",1,57,8416.798,7487.3325,67.218094,7487.3325,79333.61,10430.111328125,19383.5390625,
"host+('guest_1', 'guest_2')",1,58,7512.1943,6453.6177,62.533314,6453.6177,84174.36,10954.5703125,19483.923828125,
"host+('guest_1', 'guest_2')",1,59,6609.874,5544.147,58.03941,5544.147,81202.42,10852.19140625,19671.134765625,
"host+('guest_1', 'guest_2')",1,60,5534.814,4732.015,53.662132,4732.015,85934.984,10689.369140625,20164.30078125,
"host+('guest_1', 'guest_2')",1,61,4669.5083,4047.2083,49.653206,4047.2083,83674.97,10280.66796875,20451.677734375,
"host+('guest_1', 'guest_2')",1,62,3832.623,3461.5586,45.95492,3461.5586,82493.28,10570.1064453125,19810.921875,
"host+('guest_1', 'guest_2')",1,63,3240.2903,2981.3198,42.612686,2981.3198,84450.66,10249.623046875,20131.185546875,
"host+('guest_1', 'guest_2')",1,64,2735.6736,2586.0383,39.674942,2586.0383,83869.29,9935.3583984375,20494.84765625,
"host+('guest_1', 'guest_2')",1,65,2523.1597,2265.2617,37.218964,2265.2617,83585.92,10041.9150390625,20307.0625,
"host+('guest_1', 'guest_2')",1,66,2252.2288,1991.999,35.011707,1991.999,85124.3,10046.7802734375,20933.4375,
"host+('guest_1', 'guest_2')",1,67,1841.2844,1762.7281,33.0199,1762.7281,85138.74,10190.8857421875,21074.115234375,
"host+('guest_1', 'guest_2')",1,68,1749.7991,1584.5725,31.323092,1584.5725,85140.21,9944.4931640625,21939.556640625,
"host+('guest_1', 'guest_2')",1,69,1560.1602,1436.854,29.864248,1436.854,84857.85,9846.103515625,22225.3828125,
"host+('guest_1', 'guest_2')",1,70,1346.4824,1316.343,28.61072,1316.343,85086.04,9747.6171875,22149.880859375,
"host+('guest_1', 'guest_2')",1,71,1276.8785,1223.0928,27.642162,1223.0928,86426.04,9933.607421875,21791.58203125,
"host+('guest_1', 'guest_2')",1,72,1281.7498,1144.6704,26.80336,1144.6704,86019.305,9377.517578125,22596.4296875,
"host+('guest_1', 'guest_2')",1,73,1174.6016,1074.8187,26.008423,1074.8187,86042.42,9363.037109375,21856.45703125,
"host+('guest_1', 'guest_2')",1,74,1062.306,1018.0964,25.34783,1018.0964,84226.56,9652.23828125,23139.701171875,
"host+('guest_1', 'guest_2')",1,75,1014.7778,971.157,24.78651,971.157,87965.875,9259.01171875,22967.44140625,
"host+('guest_1', 'guest_2')",1,76,1055.1328,930.74603,24.307514,930.74603,87613.63,9097.9287109375,22894.390625,
"host+('guest_1', 'guest_2')",1,77,920.65424,893.4103,23.867498,893.4103,85312.6,9130.2109375,22990.66015625,
"host+('guest_1', 'guest_2')",1,78,922.28467,862.91284,23.486595,862.91284,87589.164,8960.4755859375,23200.734375,
"host+('guest_1', 'guest_2')",1,79,852.5092,835.3432,23.116497,835.3432,84239.586,9155.322265625,22873.388671875,
"host+('guest_1', 'guest_2')",1,80,828.5776,810.9377,22.778635,810.9377,85656.2,8800.4638671875,23712.251953125,
"host+('guest_1', 'guest_2')",1,81,800.0372,787.78345,22.464828,787.78345,85487.85,8969.314453125,23475.466796875,
"host+('guest_1', 'guest_2')",1,82,830.7916,765.3027,22.175179,765.3027,84374.74,9180.34765625,24065.17578125,
"host+('guest_1', 'guest_2')",1,83,777.05273,744.50616,21.891857,744.50616,87987.555,8545.9814453125,23761.228515625,
"host+('guest_1', 'guest_2')",1,84,738.91095,725.80853,21.623363,725.80853,84966.55,8546.8583984375,24278.39453125,
"host+('guest_1', 'guest_2')",1,85,724.7797,708.5198,21.37004,708.5198,87539.31,8530.4541015625,24741.10546875,
"host+('guest_1', 'guest_2')",1,86,745.2803,690.2215,21.122177,690.2215,86181.99,8469.0810546875,24327.8359375,
"host+('guest_1', 'guest_2')",1,87,687.8203,671.9455,20.86601,671.9455,87676.54,8483.109375,23686.986328125,
"host+('guest_1', 'guest_2')",1,88,667.43884,655.1579,20.628315,655.1579,88518.98,8459.3359375,23815.7109375,
"host+('guest_1', 'guest_2')",1,89,635.25616,638.9272,20.402275,638.9272,84233.44,8209.9208984375,24606.115234375,
"host+('guest_1', 'guest_2')",1,90,640.6688,624.24774,20.18902,624.24774,87169.33,8409.841796875,24477.7421875,
"host+('guest_1', 'guest_2')",1,91,672.5484,610.30475,19.977959,610.30475,84905.6,8432.5947265625,25252.85546875,
"host+('guest_1', 'guest_2')",1,92,618.079,596.2542,19.770126,596.2542,84120.08,8028.70849609375,23938.439453125,
"host+('guest_1', 'guest_2')",1,93,617.48035,583.5387,19.574558,583.5387,86964.23,8046.96728515625,24350.9453125,
"host+('guest_1', 'guest_2')",1,94,589.44025,571.7289,19.383856,571.7289,84102.88,8026.15869140625,25253.705078125,
"host+('guest_1', 'guest_2')",1,95,572.41583,559.4375,19.18943,559.4375,85966.695,7910.802734375,24853.240234375,
"host+('guest_1', 'guest_2')",1,96,580.0259,548.23346,19.005518,548.23346,83489.69,8084.6240234375,25616.703125,
"host+('guest_1', 'guest_2')",1,97,559.32587,537.17914,18.823378,537.17914,86489.68,8037.18701171875,25035.498046875,
"host+('guest_1', 'guest_2')",1,98,551.55444,526.68036,18.644083,526.68036,85437.29,7936.17333984375,24568.71875,
"host+('guest_1', 'guest_2')",1,99,546.7008,516.8095,18.468723,516.8095,85424.234,7993.6181640625,26023.9375,
"host+('guest_1', 'guest_2')",1,100,503.68796,506.49036,18.291159,506.49036,84342.77,7726.16796875,24843.17578125,
"host+('guest_1', 'guest_3')",1,1,169431.5,144790.17,297.77695,144790.17,240.64062,266.3125,,60.8125
"host+('guest_1', 'guest_3')",1,2,158453.61,144493.34,297.4351,144493.34,352.67188,383.140625,,120.9375
"host+('guest_1', 'guest_3')",1,3,158031.67,144176.19,297.06906,144176.19,466.60938,492.875,,186.15625
"host+('guest_1', 'guest_3')",1,4,162880.78,143821.02,296.6584,143821.02,592.40625,655.0625,,266.734375
"host+('guest_1', 'guest_3')",1,5,160681.36,143409.16,296.1805,143409.16,717.8281,815.65625,,371.953125
"host+('guest_1', 'guest_3')",1,6,163694.86,142928.81,295.62033,142928.81,907.375,1003.0,,474.0
