experiment,repetition,round,training_loss,test_mse,test_mae,baseline_ablation_mse,ablation_host,ablation_guest_1,ablation_guest_2,ablation_guest_3
"host+('guest_1', 'guest_2', 'guest_3')",1,20,73984.36,61588.895,167.49013,61588.895,605.9961,2406.3515625,2380.47265625,1649.07421875
"host+('guest_1', 'guest_2', 'guest_3')",1,21,73290.2,60631.74,165.89908,60631.74,674.72266,2702.1953125,2624.87890625,1824.71875
"host+('guest_1', 'guest_2', 'guest_3')",1,22,82479.234,59601.66,164.21039,59601.66,734.72656,2860.55859375,2915.40234375,2029.99609375
"host+('guest_1', 'guest_2', 'guest_3')",1,23,72420.03,58458.957,162.36943,58458.957,790.85547,3253.1328125,3109.44140625,2199.390625
"host+('guest_1', 'guest_2', 'guest_3')",1,24,69757.85,57258.46,160.47752,57258.46,905.15234,3512.015625,3404.546875,2374.92578125
"host+('guest_1', 'guest_2', 'guest_3')",1,25,68315.43,55996.27,158.51776,55996.27,1047.2812,3664.8046875,3650.02734375,2567.69921875
"host+('guest_1', 'guest_2', 'guest_3')",1,26,64798.363,54657.793,156.4502,54657.793,1091.25,4145.66015625,3931.60546875,2744.26171875
"host+('guest_1', 'guest_2', 'guest_3')",1,27,64828.66,53290.375,154.35216,53290.375,1236.2188,4247.27734375,4335.1640625,2966.734375
"host+('guest_1', 'guest_2', 'guest_3')",1,28,112285.19,51844.74,152.13982,51844.74,1372.1875,4736.03515625,4712.69921875,3109.70703125
"host+('guest_1', 'guest_2', 'guest_3')",1,29,63288.715,50284.832,149.8707,50284.832,1416.1953,4931.87109375,5096.94140625,3309.75
"host+('guest_1', 'guest_2', 'guest_3')",1,30,63555.277,48737.457,147.5888,48737.457,1573.6484,5217.90625,5243.34375,3579.05078125
"host+('guest_1', 'guest_2', 'guest_3')",1,31,58802.105,47187.996,145.2486,47187.996,1720.2617,5275.7265625,5558.7578125,3629.5546875
"host+('guest_1', 'guest_2', 'guest_3')",1,32,59873.617,45645.55,142.94777,45645.55,1870.0273,5583.02734375,5858.3671875,3790.58203125
"host+('guest_1', 'guest_2', 'guest_3')",1,33,55735.273,44063.523,140.6929,44063.523,1945.3477,5830.390625,6107.66796875,3890.96875
"host+('guest_1', 'guest_2', 'guest_3')",1,34,52674.906,42488.152,138.53326,42488.152,2073.6758,6167.8984375,6259.234375,3934.76953125
"host+('guest_1', 'guest_2', 'guest_3')",1,35,57126.383,40943.59,136.41559,40943.59,2244.6445,6177.3203125,6362.05078125,4070.125
"host+('guest_1', 'guest_2', 'guest_3')",1,36,49972.758,39397.312,134.2889,39397.312,2352.418,6308.5625,6473.59765625,3917.8515625
"host+('guest_1', 'guest_2', 'guest_3')",1,37,48389.043,37906.164,132.32439,37906.164,2549.711,6484.12890625,6501.78515625,4136.78125
"host+('guest_1', 'guest_2', 'guest_3')",1,38,45964.246,36502.77,130.56313,36502.77,2770.5508,6323.24609375,6654.140625,4005.140625
"host+('guest_1', 'guest_2', 'guest_3')",1,39,46860.77,35200.71,128.97516,35200.71,2811.4922,5878.29296875,6593.22265625,3919.71484375
"host+('guest_1', 'guest_2', 'guest_3')",1,40,42085.758,33953.38,127.48989,33953.38,2912.211,6080.9609375,6315.9765625,3711.30859375
"host+('guest_1', 'guest_2', 'guest_3')",1,41,44505.6,32845.418,126.08263,32845.418,2996.4336,5830.7421875,6517.1953125,3745.37109375
"host+('guest_1', 'guest_2', 'guest_3')",1,42,82936.48,31781.832,124.7144,31781.832,3363.8125,5898.4296875,6551.0703125,3537.68359375
"host+('guest_1', 'guest_2', 'guest_3')",1,43,40717.473,30687.17,123.35452,30687.17,3504.8613,5395.275390625,6192.435546875,3364.185546875
"host+('guest_1', 'guest_2', 'guest_3')",1,44,42502.363,29777.61,122.12117,29777.61,3691.5703,5251.9296875,5877.703125,3012.25
"host+('guest_1', 'guest_2', 'guest_3')",1,45,39327.363,28969.852,120.950386,28969.852,3768.6152,4499.08984375,5410.15625,2738.5859375
"host+('guest_1', 'guest_2', 'guest_3')",1,46,39277.598,28278.13,119.89389,28278.13,4032.1777,4548.025390625,5505.935546875,2606.431640625
"host+('guest_1', 'guest_2', 'guest_3')",1,47,35736.117,27673.37,118.819115,27673.37,4092.504,4270.63671875,5473.462890625,2274.34765625
"host+('guest_1', 'guest_2', 'guest_3')",1,48,36762.29,27143.19,117.76562,27143.19,4308.543,4022.0859375,5089.24609375,2112.521484375
"host+('guest_1', 'guest_2', 'guest_3')",1,49,38409.977,26645.71,116.75765,26645.71,4456.1465,3451.078125,5281.287109375,1628.041015625
"host+('guest_1', 'guest_2', 'guest_3')",1,50,35357.64,26154.846,115.728874,26154.846,4650.922,3301.5390625,4968.279296875,1861.259765625
"host+('guest_1', 'guest_2', 'guest_3')",1,51,36504.492,25701.98,114.712715,25701.98,4583.131,3503.328125,4695.38671875,1530.08984375
"host+('guest_1', 'guest_2', 'guest_3')",1,52,33642.797,25287.84,113.72664,25287.84,4908.5,2963.09765625,4170.755859375,1594.07421875
"host+('guest_1', 'guest_2', 'guest_3')",1,53,37341.01,24908.34,112.76962,24908.34,5065.4434,2795.1640625,4127.8046875,1479.2265625
"host+('guest_1', 'guest_2', 'guest_3')",1,54,34787.95,24523.63,111.73949,24523.63,5241.033,2523.208984375,4373.890625,1500.662109375
"host+('guest_1', 'guest_2', 'guest_3')",1,55,32993.03,24137.621,110.673004,24137.621,5514.834,2424.56640625,4056.76953125,1075.841796875
"host+('guest_1', 'guest_2', 'guest_3')",1,56,32380.248,23764.31,109.5732,23764.31,5534.5254,2273.775390625,4023.6015625,1217.130859375
"host+('guest_1', 'guest_2', 'guest_3')",1,57,33421.336,23413.074,108.4802,23413.074,5674.287,2472.01953125,4190.509765625,1153.90625
"host+('guest_1', 'guest_2', 'guest_3')",1,58,33235.355,23088.137,107.44575,23088.137,5609.4004,2115.513671875,4152.09375,1324.11328125
"host+('guest_1', 'guest_2', 'guest_3')",1,59,32609.48,22762.182,106.366486,22762.182,6130.967,2146.8359375,4308.896484375,1441.701171875
"host+('guest_1', 'guest_2', 'guest_3')",1,60,30978.938,22455.037,105.33919,22455.037,6111.383,2243.849609375,4279.162109375,1343.904296875
"host+('guest_1', 'guest_2', 'guest_3')",1,61,31779.793,22163.873,104.32848,22163.873,6133.3926,1628.732421875,4355.21484375,1420.171875
"host+('guest_1', 'guest_2', 'guest_3')",1,62,30903.219,21893.2,103.33073,21893.2,6347.717,2181.98828125,4212.59375,1121.990234375
"host+('guest_1', 'guest_2', 'guest_3')",1,63,30054.838,21603.832,102.23575,21603.832,6219.795,1892.072265625,4284.1328125,1361.220703125
"host+('guest_1', 'guest_2', 'guest_3')",1,64,31177.969,21342.057,101.20839,21342.057,6808.576,2095.4453125,4291.470703125,1502.908203125
"host+('guest_1', 'guest_2', 'guest_3')",1,65,30405.006,21103.37,100.22255,21103.37,6701.4355,2333.244140625,4295.041015625,1528.400390625
"host+('guest_1', 'guest_2', 'guest_3')",1,66,30274.41,20865.69,99.22008,20865.69,7058.4844,2003.21484375,4500.419921875,1726.16796875
"host+('guest_1', 'guest_2', 'guest_3')",1,67,30370.975,20624.78,98.21242,20624.78,6892.074,2416.13671875,4934.705078125,1650.802734375
"host+('guest_1', 'guest_2', 'guest_3')",1,68,30180.422,20386.03,97.26436,20386.03,7369.1016,2546.828125,4730.65234375,1865.591796875
"host+('guest_1', 'guest_2', 'guest_3')",1,69,32477.969,20144.416,96.33447,20144.416,7215.875,2732.080078125,4596.390625,1405.19921875
"host+('guest_1', 'guest_2', 'guest_3')",1,70,30262.787,19911.459,95.56414,19911.459,7445.336,2459.078125,5065.4453125,1512.484375
"host+('guest_1', 'guest_2', 'guest_3')",1,71,29468.498,19715.473,94.84231,19715.473,7785.6875,2442.90234375,4357.671875,1620.28515625
"host+('guest_1', 'guest_2', 'guest_3')",1,72,29838.504,19530.596,94.13819,19530.596,7552.9375,2152.93359375,4758.865234375,1648.0390625
"host+('guest_1', 'guest_2', 'guest_3')",1,73,29789.434,19365.34,93.481094,19365.34,7714.299,2210.2734375,4947.67578125,1299.455078125
"host+('guest_1', 'guest_2', 'guest_3')",1,74,29391.115,19204.143,92.766335,19204.143,7649.467,2137.26953125,4442.919921875,1479.923828125
"host+('guest_1', 'guest_2', 'guest_3')",1,75,28344.912,19050.684,92.03983,19050.684,8005.7676,2139.134765625,4639.048828125,1434.9375
"host+('guest_1', 'guest_2', 'guest_3')",1,76,29835.479,18897.398,91.30551,18897.398,8155.9023,2103.96875,4466.849609375,1663.4375
"host+('guest_1', 'guest_2', 'guest_3')",1,77,30118.31,18750.992,90.69151,18750.992,8026.797,2174.5859375,5023.005859375,1675.32421875
"host+('guest_1', 'guest_2', 'guest_3')",1,78,27548.234,18635.213,90.179596,18635.213,8417.754,1968.205078125,5033.275390625,1743.453125
"host+('guest_1', 'guest_2', 'guest_3')",1,79,27935.277,18518.076,89.540565,18518.076,8283.943,2252.361328125,4737.708984375,1865.4140625
"host+('guest_1', 'guest_2', 'guest_3')",1,80,29475.525,18390.2,88.875336,18390.2,8219.1875,1888.61328125,4766.6015625,1886.515625
"host+('guest_1', 'guest_2', 'guest_3')",1,81,27927.271,18273.76,88.2874,18273.76,8353.58,2018.798828125,5307.4140625,2196.3515625
"host+('guest_1', 'guest_2', 'guest_3')",1,82,28454.66,18167.947,87.68709,18167.947,8481.941,2167.015625,5178.619140625,1772.626953125
"host+('guest_1', 'guest_2', 'guest_3')",1,83,30585.559,18079.246,87.14992,18079.246,8573.648,2144.099609375,5030.53125,1935.625
"host+('guest_1', 'guest_2', 'guest_3')",1,84,28658.65,18018.135,86.83928,18018.135,8731.141,2225.6796875,5185.302734375,2099.34765625
"host+('guest_1', 'guest_2', 'guest_3')",1,85,28741.416,17945.959,86.55081,17945.959,8827.197,2111.09765625,5428.53125,1945.708984375
"host+('guest_1', 'guest_2', 'guest_3')",1,86,32523.89,17872.453,86.19782,17872.453,8430.617,1984.48828125,5207.11328125,1991.33984375
"host+('guest_1', 'guest_2', 'guest_3')",1,87,29684.547,17790.71,85.81,17790.71,8420.32,2145.478515625,5010.03125,1536.123046875
"host+('guest_1', 'guest_2', 'guest_3')",1,88,26673.53,17733.615,85.452156,17733.615,8910.686,2233.65625,5096.66796875,1661.71484375
"host+('guest_1', 'guest_2', 'guest_3')",1,89,30441.531,17675.898,85.06306,17675.898,8744.977,1861.17578125,4992.8203125,1899.783203125
"host+('guest_1', 'guest_2', 'guest_3')",1,90,26960.455,17615.307,84.66456,17615.307,8756.293,1849.091796875,5242.232421875,1765.751953125
"host+('guest_1', 'guest_2', 'guest_3')",1,91,29625.596,17559.666,84.232216,17559.666,9106.824,2376.65234375,5493.498046875,1979.669921875
"host+('guest_1', 'guest_2', 'guest_3')",1,92,27428.215,17519.08,83.90599,17519.08,9354.125,2281.6015625,5583.6796875,2148.09375
"host+('guest_1', 'guest_2', 'guest_3')",1,93,28457.928,17476.682,83.61725,17476.682,9320.189,2518.6015625,5716.47265625,1978.060546875
"host+('guest_1', 'guest_2', 'guest_3')",1,94,27845.557,17454.002,83.455574,17454.002,8808.904,2337.513671875,5871.9140625,2024.705078125
"host+('guest_1', 'guest_2', 'guest_3')",1,95,27018.176,17415.367,83.27687,17415.367,9124.533,2384.912109375,5205.92578125,2142.880859375
"host+('guest_1', 'guest_2', 'guest_3')",1,96,30721.629,17380.217,83.07825,17380.217,8871.277,2478.78125,5741.544921875,2217.236328125
"host+('guest_1', 'guest_2', 'guest_3')",1,97,25524.865,17361.717,83.022804,17361.717,9526.883,2164.3984375,5717.46875,2087.166015625
"host+('guest_1', 'guest_2', 'guest_3')",1,98,29149.322,17337.314,82.847885,17337.314,9043.893,2227.54296875,5686.771484375,1970.55078125
"host+('guest_1', 'guest_2', 'guest_3')",1,99,26883.416,17292.428,82.56127,17292.428,8919.834,2177.890625,6143.966796875,2155.25
"host+('guest_1', 'guest_2', 'guest_3')",1,100,27441.13,17255.34,82.317406,17255.34,9587.76,2253.130859375,6014.095703125,2256.322265625
"host+('guest_1', 'guest_2', 'guest_3')",2,1,80349.99,69799.79,182.45012,69799.79,14.84375,14.5625,69.328125,15.2421875
"host+('guest_1', 'guest_2', 'guest_3')",2,2,85326.375,69640.93,182.15839,69640.93,35.710938,58.203125,121.203125,53.28125
"host+('guest_1', 'guest_2', 'guest_3')",2,3,83419.625,69474.73,181.85342,69474.73,46.226562,110.984375,167.3203125,94.6796875
"host+('guest_1', 'guest_2', 'guest_3')",2,4,81570.664,69301.12,181.5313,69301.12,60.71875,153.5859375,213.796875,141.109375
"host+('guest_1', 'guest_2', 'guest_3')",2,5,141073.97,69116.17,181.18369,69116.17,78.60156,216.65625,276.046875,186.265625
"host+('guest_1', 'guest_2', 'guest_3')",2,6,86496.24,68913.02,180.79767,68913.02,101.109375,269.71875,327.3828125,234.375
"host+('guest_1', 'guest_2', 'guest_3')",2,7,82905.46,68694.78,180.37698,68694.78,112.02344,337.078125,408.1640625,294.8125
"host+('guest_1', 'guest_2', 'guest_3')",2,8,86269.39,68454.8,179.9093,68454.8,128.99219,404.8515625,462.5546875,350.59375
"host+('guest_1', 'guest_2', 'guest_3')",2,9,86870.25,68182.87,179.38402,68182.87,146.60156,466.015625,539.2265625,417.2109375
"host+('guest_1', 'guest_2', 'guest_3')",2,10,83468.164,67873.28,178.79054,67873.28,155.09375,574.140625,636.8828125,501.296875
"host+('guest_1', 'guest_2', 'guest_3')",2,11,80087.29,67528.45,178.13156,67528.45,161.52344,676.9609375,721.234375,565.484375
"host+('guest_1', 'guest_2', 'guest_3')",2,12,79339.766,67143.625,177.40111,67143.625,187.42188,766.84375,841.578125,661.0234375
"host+('guest_1', 'guest_2', 'guest_3')",2,13,79988.32,66719.64,176.59628,66719.64,212.91406,872.0859375,1006.28125,750.0078125
"host+('guest_1', 'guest_2', 'guest_3')",2,14,76518.24,66241.81,175.68463,66241.81,229.63281,1021.9375,1100.3984375,890.703125
"host+('guest_1', 'guest_2', 'guest_3')",2,15,79251.42,65712.164,174.68484,65712.164,260.82812,1202.8671875,1299.015625,950.546875
"host+('guest_1', 'guest_2', 'guest_3')",2,16,83186.36,65117.895,173.56226,65117.895,286.46094,1335.88671875,1404.25390625,1135.91015625
"host+('guest_1', 'guest_2', 'guest_3')",2,17,79512.33,64445.49,172.29732,64445.49,333.08203,1541.24609375,1608.24609375,1217.76953125
"host+('guest_1', 'guest_2', 'guest_3')",2,18,73915.83,63712.668,170.92557,63712.668,358.78516,1750.421875,1838.75390625,1382.6796875
"host+('guest_1', 'guest_2', 'guest_3')",2,19,77302.414,62920.72,169.4869,62920.72,381.9453,1880.0390625,2097.21875,1533.96484375
"host+('guest_1', 'guest_2', 'guest_3')",2,20,129822.64,62039.27,167.9218,62039.27,423.40234,2205.96484375,2281.13671875,1698.8828125
"host+('guest_1', 'guest_2', 'guest_3')",2,21,74151.195,61048.086,166.2233,61048.086,482.22266,2385.984375,2545.453125,1882.08203125
"host+('guest_1', 'guest_2', 'guest_3')",2,22,82754.1,60018.566,164.48265,60018.566,541.5664,2650.20703125,2916.25,2092.4921875
"host+('guest_1', 'guest_2', 'guest_3')",2,23,69995.125,58919.777,162.62315,58919.777,578.1992,3031.5625,3128.43359375,2231.203125
"host+('guest_1', 'guest_2', 'guest_3')",2,24,69232.836,57779.777,160.72168,57779.777,611.78906,3207.0078125,3552.35546875,2488.95703125
"host+('guest_1', 'guest_2', 'guest_3')",2,25,72586.14,56566.96,158.7285,56566.96,674.5469,3535.48046875,3685.0390625,2591.39453125
"host+('guest_1', 'guest_2', 'guest_3')",2,26,72298.65,55253.977,156.62184,55253.977,725.58984,3770.640625,3960.28125,2852.40234375
"host+('guest_1', 'guest_2', 'guest_3')",2,27,68802.67,53871.195,154.41733,53871.195,847.1172,4150.8671875,4389.51171875,2950.7421875
"host+('guest_1', 'guest_2', 'guest_3')",2,28,66340.3,52402.836,152.12259,52402.836,890.3242,4361.79296875,4692.76953125,3162.703125
"host+('guest_1', 'guest_2', 'guest_3')",2,29,63720.31,50896.344,149.85724,50896.344,962.3789,4798.1484375,5061.79296875,3465.9609375
"host+('guest_1', 'guest_2', 'guest_3')",2,30,68115.35,49341.895,147.56377,49341.895,1076.4844,4978.24609375,5225.24609375,3465.04296875
"host+('guest_1', 'guest_2', 'guest_3')",2,31,61986.348,47711.16,145.12128,47711.16,1158.8359,5244.8515625,5672.08984375,3725.75
"host+('guest_1', 'guest_2', 'guest_3')",2,32,60385.844,46093.715,142.70311,46093.715,1295.6133,5533.1015625,5941.4140625,3821.7734375
"host+('guest_1', 'guest_2', 'guest_3')",2,33,54546.176,44479.11,140.32864,44479.11,1380.7188,5680.60546875,6167.796875,4045.48828125
"host+('guest_1', 'guest_2', 'guest_3')",2,34,54119.152,42912.37,138.1709,42912.37,1478.3945,5818.828125,6368.703125,4035.7265625
"host+('guest_1', 'guest_2', 'guest_3')",2,35,63676.48,41327.42,135.99265,41327.42,1587.5977,5914.7265625,6430.06640625,3916.41796875
"host+('guest_1', 'guest_2', 'guest_3')",2,36,53118.574,39696.48,133.73218,39696.48,1739.7461,6065.515625,6675.04296875,4033.09765625
"host+('guest_1', 'guest_2', 'guest_3')",2,37,51937.395,38132.508,131.65349,38132.508,1939.1328,6280.28125,6678.9140625,4060.19140625
"host+('guest_1', 'guest_2', 'guest_3')",2,38,46542.414,36668.33,129.81544,36668.33,2074.754,5813.55078125,6686.2578125,3947.3203125
"host+('guest_1', 'guest_2', 'guest_3')",2,39,46000.043,35317.363,128.18355,35317.363,2179.5195,6049.16796875,6830.2578125,3732.8359375
"host+('guest_1', 'guest_2', 'guest_3')",2,40,45537.184,34055.586,126.65841,34055.586,2349.8906,6000.5234375,6931.1171875,3829.9375
"host+('guest_1', 'guest_2', 'guest_3')",2,41,44304.664,32883.47,125.18131,32883.47,2593.0625,6028.24609375,6540.58203125,3521.05859375
"host+('guest_1', 'guest_2', 'guest_3')",2,42,41400.086,31800.146,123.83513,31800.146,2758.9902,5740.607421875,6242.556640625,3348.474609375
"host+('guest_1', 'guest_2', 'guest_3')",2,43,41972.223,30837.084,122.58142,30837.084,2922.502,5575.802734375,6424.486328125,3054.314453125
"host+('guest_1', 'guest_2', 'guest_3')",2,44,40669.84,29959.348,121.3659,29959.348,3030.8867,5032.16796875,6017.3515625,3014.00390625
"host+('guest_1', 'guest_2', 'guest_3')",2,45,42641.152,29148.06,120.1768,29148.06,3223.9336,4660.751953125,6064.275390625,2359.296875
"host+('guest_1', 'guest_2', 'guest_3')",2,46,39276.94,28386.314,119.043144,28386.314,3545.291,4383.330078125,5301.568359375,2274.82421875
"host+('guest_1', 'guest_2', 'guest_3')",2,47,37926.367,27738.82,117.9591,27738.82,3621.6758,4055.732421875,5824.88671875,2383.751953125
"host+('guest_1', 'guest_2', 'guest_3')",2,48,36230.51,27138.486,116.83485,27138.486,3832.7031,3674.68359375,5163.73046875,2245.404296875
"host+('guest_1', 'guest_2', 'guest_3')",2,49,35309.12,26597.742,115.700745,26597.742,4198.9062,3714.541015625,5188.71875,2037.05859375
"host+('guest_1', 'guest_2', 'guest_3')",2,50,37646.434,26064.229,114.499504,26064.229,4168.8496,3780.310546875,4720.8203125,1603.01171875
"host+('guest_1', 'guest_2', 'guest_3')",2,51,35360.28,25546.074,113.365074,25546.074,4382.953,3124.38671875,4845.650390625,1471.162109375
"host+('guest_1', 'guest_2', 'guest_3')",2,52,33723.31,25086.803,112.29306,25086.803,4800.426,2668.341796875,4662.435546875,1194.326171875
"host+('guest_1', 'guest_2', 'guest_3')",2,53,33951.06,24652.875,111.14877,24652.875,4814.6836,2851.3984375,4504.107421875,1311.244140625
"host+('guest_1', 'guest_2', 'guest_3')",2,54,36114.242,24203.734,109.96786,24203.734,4907.5137,2631.06640625,5036.931640625,1467.09375
"host+('guest_1', 'guest_2', 'guest_3')",2,55,33545.23,23756.443,108.76834,23756.443,5400.377,2910.482421875,4642.421875,1124.1796875
"host+('guest_1', 'guest_2', 'guest_3')",2,56,33612.777,23345.848,107.576416,23345.848,5533.385,2411.470703125,4432.76953125,1399.322265625
"host+('guest_1', 'guest_2', 'guest_3')",2,57,33486.465,22929.379,106.35955,22929.379,5746.4688,2658.443359375,4271.28515625,1221.720703125
"host+('guest_1', 'guest_2', 'guest_3')",2,58,32434.736,22527.994,105.118965,22527.994,5805.297,2592.806640625,4568.837890625,1003.07421875
"host+('guest_1', 'guest_2', 'guest_3')",2,59,32072.709,22133.865,103.83289,22133.865,5867.4707,2597.126953125,4475.208984375,1224.869140625
"host+('guest_1', 'guest_2', 'guest_3')",2,60,30477.49,21756.486,102.54431,21756.486,6235.9863,2097.271484375,4465.41796875,1153.615234375
"host+('guest_1', 'guest_2', 'guest_3')",2,61,30848.129,21415.695,101.317665,21415.695,6519.926,2559.150390625,4418.69921875,1342.40625
"host+('guest_1', 'guest_2', 'guest_3')",2,62,30246.832,21090.396,100.16239,21090.396,6667.3984,2300.73828125,4606.587890625,1212.578125
"host+('guest_1', 'guest_2', 'guest_3')",2,63,30264.25,20776.428,99.00547,20776.428,6949.451,2439.11328125,4295.83984375,1305.291015625
"host+('guest_1', 'guest_2', 'guest_3')",2,64,29829.873,20480.182,97.93553,20480.182,6842.877,2206.33984375,4549.607421875,1101.2734375
"host+('guest_1', 'guest_2', 'guest_3')",2,65,59729.793,20195.916,96.853195,20195.916,7242.9043,2392.25390625,4604.724609375,1435.97265625
"host+('guest_1', 'guest_2', 'guest_3')",2,66,29528.615,19839.467,95.588745,19839.467,7621.8066,2142.8984375,4348.9921875,1223.591796875
"host+('guest_1', 'guest_2', 'guest_3')",2,67,29715.83,19571.906,94.5017,19571.906,7543.248,2095.150390625,4389.2578125,1220.7578125
"host+('guest_1', 'guest_2', 'guest_3')",2,68,28211.299,19337.457,93.48084,19337.457,7998.629,2386.97265625,4878.234375,1182.78515625
"host+('guest_1', 'guest_2', 'guest_3')",2,69,29269.652,19139.299,92.550316,19139.299,7872.2812,2327.685546875,4646.10546875,1381.5390625
"host+('guest_1', 'guest_2', 'guest_3')",2,70,29385.422,18958.963,91.677574,18958.963,7936.254,2253.345703125,5012.650390625,1336.07421875
"host+('guest_1', 'guest_2', 'guest_3')",2,71,29463.697,18801.395,90.84134,18801.395,7916.8223,2240.41015625,4943.03515625,1630.44921875
"host+('guest_1', 'guest_2', 'guest_3')",2,72,29213.357,18656.67,90.13835,18656.67,8068.547,2375.1484375,4966.751953125,1413.5625
"host+('guest_1', 'guest_2', 'guest_3')",2,73,34357.324,18510.531,89.463844,18510.531,8292.408,1947.576171875,5278.28125,1576.201171875
"host+('guest_1', 'guest_2', 'guest_3')",2,74,28827.719,18400.805,88.97672,18400.805,8383.068,2197.841796875,4891.7109375,1359.8359375
"host+('guest_1', 'guest_2', 'guest_3')",2,75,30349.348,18301.41,88.4821,18301.41,8185.211,2409.13671875,5256.966796875,1418.41796875
"host+('guest_1', 'guest_2', 'guest_3')",2,76,29970.682,18206.07,87.996124,18206.07,8715.51,2113.48828125,5485.783203125,1852.1328125
"host+('guest_1', 'guest_2', 'guest_3')",2,77,26463.928,18112.066,87.542046,18112.066,8563.854,2365.9453125,5209.259765625,1477.08984375
"host+('guest_1', 'guest_2', 'guest_3')",2,78,27621.037,18021.227,87.02142,18021.227,8435.682,2150.45703125,5263.728515625,1539.4296875
"host+('guest_1', 'guest_2', 'guest_3')",2,79,27764.428,17925.121,86.5248,17925.121,8728.316,2017.134765625,5330.638671875,1489.859375
"host+('guest_1', 'guest_2', 'guest_3')",2,80,26952.266,17836.664,85.996155,17836.664,8512.096,2294.701171875,5260.208984375,1714.16796875
"host+('guest_1', 'guest_2', 'guest_3')",2,81,28454.078,17756.611,85.52441,17756.611,8863.109,2057.73046875,5499.26171875,1726.02734375
"host+('guest_1', 'guest_2', 'guest_3')",2,82,25963.395,17665.992,85.0771,17665.992,8566.342,2237.318359375,5408.001953125,1666.17578125
"host+('guest_1', 'guest_2', 'guest_3')",2,83,25809.252,17595.146,84.64973,17595.146,8768.189,2124.3046875,5666.31640625,1722.14453125
"host+('guest_1', 'guest_2', 'guest_3')",2,84,29281.984,17530.623,84.23157,17530.623,8726.496,2401.75,5485.28125,1641.546875
"host+('guest_1', 'guest_2', 'guest_3')",2,85,27032.277,17471.469,83.87884,17471.469,9354.602,2306.162109375,5582.318359375,1500.6640625
"host+('guest_1', 'guest_2', 'guest_3')",2,86,26290.553,17412.686,83.54001,17412.686,8782.654,2488.33984375,6119.52734375,1882.025390625
"host+('guest_1', 'guest_2', 'guest_3')",2,87,27349.453,17360.725,83.19285,17360.725,9120.789,2302.048828125,5781.564453125,1688.87890625
"host+('guest_1', 'guest_2', 'guest_3')",2,88,34087.89,17319.693,82.93144,17319.693,9322.736,2256.513671875,5693.49609375,1877.51171875
"host+('guest_1', 'guest_2', 'guest_3')",2,89,27556.328,17287.512,82.83618,17287.512,9307.066,2261.6640625,5722.041015625,1701.798828125
